epoch,loss,sup,unsup,contra,mask,st_acc,te_acc,best_acc,lr,ema
0,1.93513430081881,1.93513430081881,0.0,0.0,0.0,0.311375,0.210875,0.311375,0.00016666666666666666,0.99
1,1.7306952598767402,1.7306952598767402,0.0,0.0,0.0,0.34525,0.227875,0.34525,0.0003333333333333333,0.9900098663578586
2,1.4024175940415797,1.6660209802480845,0.01725456042167468,-0.2808579466281793,0.023237179487179488,0.363125,0.20925,0.363125,0.0005,0.9900394264934276
3,1.2153734839879549,1.5819640159606934,0.0064184360015086634,-0.3730089679742471,0.008012820512820512,0.33425,0.340625,0.363125,0.0006666666666666666,0.9900885637463566
4,1.4037567499356391,1.510851908952762,0.0006166360317132411,-0.10771179504883595,0.0014022435897435897,0.41425,0.360875,0.41425,0.0008333333333333334,0.9901570841943569
5,0.8880798327617156,1.4842226199614696,0.008197759970640525,-0.6043405471703945,0.015625,0.454,0.37475,0.454,0.001,0.9902447174185243
6,0.7486682197986505,1.4268282774167182,0.00405123294928135,-0.6822112905673492,0.01061698717948718,0.40675,0.406375,0.454,0.000998794204878613,0.9903511175705587
7,0.2599621201172853,1.4057296911875408,0.010320917153969789,-1.1560884882242253,0.028846153846153848,0.303,0.432125,0.454,0.0009951826940270774,0.9904758647376699
8,-0.0789899352269295,1.3919061483480992,0.015044242525712037,-1.4859403264828217,0.04006410256410257,0.4565,0.36425,0.4565,0.0009891830623632338,0.9906184665997807
9,-0.12295121718675663,1.3843956773097699,0.0897129441683109,-1.5970598382827563,0.13000801282051283,0.354375,0.468375,0.468375,0.0009808245394894678,0.9907783603724899
10,-0.2582385417742607,1.3300862648548224,0.025607588963630874,-1.613932395592714,0.07171474358974358,0.484875,0.464125,0.484875,0.0009701478472890247,0.9909549150281253
11,-0.33888337856683975,1.3074450431725917,0.03668515957318819,-1.6830135813126197,0.10737179487179487,0.394375,0.465125,0.484875,0.0009572050015330874,0.991147433786121
12,-0.36420023899811965,1.291891099550785,0.03303787417900868,-1.6891292134920757,0.10596955128205128,0.473875,0.436625,0.484875,0.0009420590584651689,0.9913551568628929
13,-0.4149108773622757,1.2520428330470355,0.04001218386185475,-1.7069658942711659,0.11338141025641026,0.452375,0.488,0.488,0.0009247838075974309,0.9915772644703565
14,-0.41001512912603527,1.2457577249942682,0.0628813807016764,-1.7186542352040608,0.14763621794871795,0.520375,0.4955,0.520375,0.000905463412215599,0.9918128800512566
15,-0.45357085038454104,1.2317086183107817,0.04321735825103063,-1.7284968266120324,0.1284054487179487,0.427,0.53325,0.53325,0.0008841919993438941,0.9920610737385376
16,-0.4580541130823967,1.2205760937470655,0.07001229471121079,-1.7486425026869163,0.17828525641025642,0.497625,0.4475,0.53325,0.0008610732011676323,0.992320866025105
17,-0.4434137986256526,1.2079763977955549,0.09122060583187984,-1.7426108030172496,0.1971153846153846,0.51975,0.464625,0.53325,0.0008362196501476349,0.9925912316294914
18,-0.5282505299800482,1.1760507065516252,0.07104293772807488,-1.7753441746418293,0.18649839743589744,0.524875,0.520625,0.53325,0.0008097524302862008,0.9928711035421747
19,-0.4780333286676651,1.1911594424492273,0.0955678702164919,-1.7647606409513032,0.22916666666666666,0.5505,0.50875,0.5505,0.0007818004872180196,0.9931593772365767
20,-0.3657178603685819,1.2268983186819615,0.14334684686783034,-1.7359630251542115,0.2826522435897436,0.509875,0.39625,0.5505,0.0007525,0.9934549150281252
21,-0.5114375704374069,1.1734931484246864,0.08558135002087323,-1.7705120704112909,0.20392628205128205,0.422625,0.5635,0.5635,0.0007219937176605934,0.9937565505641757
22,-0.5925672543354523,1.1399120405698433,0.05947372088065514,-1.791953016550113,0.17728365384615385,0.549875,0.503875,0.5635,0.0006904302637408765,0.9940630934270713
23,-0.5873882166850262,1.1332731216381757,0.07685359758444321,-1.7975149338061993,0.19911858974358973,0.513625,0.447125,0.5635,0.000657963412215599,0.9943733338321785
24,-0.6239674366437472,1.1186191928692353,0.06431220853940034,-1.8068988369061396,0.20212339743589744,0.5185,0.53725,0.5635,0.0006247513383218356,0.9946860474023534
25,-0.6388785701531631,1.09865613702016,0.07501010224223137,-1.8125448104662774,0.21153846153846154,0.5235,0.543375,0.5635,0.0005909558479451307,0.995
26,-0.6615241903525132,1.095803901935235,0.07081634608598855,-1.828144438755818,0.2263621794871795,0.51275,0.54375,0.5635,0.0005567415893174885,0.9953139525976465
27,-0.6728965922808036,1.082120766242345,0.07466585246416238,-1.8296832121335542,0.2281650641025641,0.527125,0.543375,0.5635,0.000522275250867738,0.9956266661678215
28,-0.6034376139824207,1.0787853843126542,0.14575078701361632,-1.8279737876011775,0.31029647435897434,0.503125,0.494375,0.5635,0.00048772474913226217,0.9959369065729287
29,-0.7112850134189312,1.0589858652689519,0.08183626649089348,-1.8521071427907698,0.258213141025641,0.542,0.511125,0.5635,0.00045325841068251166,0.9962434494358243
30,-0.691227899147914,1.0557690048829103,0.10670623995172672,-1.8537031412124634,0.296875,0.5395,0.5215,0.5635,0.00041904415205486954,0.9965450849718748
31,-0.7109106633907709,1.0459182315912001,0.09237529299198052,-1.849204190266438,0.26542467948717946,0.53125,0.551125,0.5635,0.00038524866167816444,0.9968406227634233
32,-0.7406892402049823,1.0324550974063385,0.0894729614448853,-1.8626173001069288,0.2760416666666667,0.573625,0.531625,0.573625,0.0003520365877844011,0.9971288964578253
33,-0.6763013784702008,1.0476025572189918,0.12507620797707483,-1.8489801455766728,0.3293269230769231,0.574375,0.5055,0.574375,0.00031956973625912356,0.9974087683705086
34,-0.535601631189004,1.0704367604011145,0.20402505420721495,-1.8100634446510901,0.4439102564102564,0.593625,0.53825,0.593625,0.0002880062823394067,0.9976791339748949
35,-0.7678430195038135,1.0126143365334241,0.09328940568061975,-1.8737467680221949,0.312900641025641,0.568125,0.58075,0.593625,0.00025750000000000013,0.9979389262614624
36,-0.8471180850114578,0.9700021208860935,0.07689557119439809,-1.8940157783337128,0.2848557692307692,0.564375,0.566625,0.593625,0.0002281995127819804,0.9981871199487434
37,-0.8281888969433613,0.9837668087237921,0.07426273612639843,-1.8862184423666735,0.27163461538461536,0.586875,0.572375,0.593625,0.00020024756971379914,0.9984227355296434
38,-0.8657989425536914,0.9593410216844999,0.07806795749526757,-1.9032079241214654,0.3078926282051282,0.603,0.581375,0.603,0.00017378034985236518,0.9986448431371071
39,-0.8582232762605716,0.9673058596941141,0.07493165684625125,-1.9004607964784672,0.30088141025641024,0.587125,0.566125,0.603,0.00014892679883236765,0.998852566213879
40,-0.8589787582556406,0.9641624513344887,0.08375309613079597,-1.9068943032851586,0.31850961538461536,0.605875,0.56175,0.605875,0.00012580800065610593,0.9990450849718747
41,-0.869009303740966,0.9524129552718921,0.08387387620332913,-1.9052961285297687,0.3157051282051282,0.60275,0.57275,0.605875,0.00010453658778440107,0.9992216396275101
42,-0.8634173717254248,0.9497602352729211,0.09836827887174411,-1.9115458910281842,0.33373397435897434,0.597625,0.574,0.605875,8.521619240256916e-05,0.9993815334002193
43,-0.8847949481927432,0.9423887569170731,0.09185400538337536,-1.9190377165109684,0.3307291666666667,0.603625,0.558,0.605875,6.794094153483125e-05,0.9995241352623301
44,-0.8898712060390375,0.9417388485028193,0.08725509611077797,-1.918865142724453,0.32011217948717946,0.60825,0.554875,0.60825,5.279499846691263e-05,0.9996488824294413
45,-0.8873260563764817,0.9373606848411071,0.09406491961234655,-1.9187516600657732,0.3265224358974359,0.606,0.5615,0.60825,3.9852152710975386e-05,0.9997552825814757
46,-0.8791919847329458,0.9389937802767142,0.10327963368632855,-1.921465399937752,0.3389423076923077,0.60725,0.557,0.60825,2.917546051053226e-05,0.9998429158056431
47,-0.9045611085035862,0.9247956627454513,0.09708933131052898,-1.9264461000760396,0.34354967948717946,0.607125,0.553125,0.60825,2.0816937636766185e-05,0.9999114362536434
48,-0.8890915077466232,0.9319850947612371,0.09912556734604713,-1.920202171191191,0.32992788461538464,0.605625,0.559125,0.60825,1.4817305972922726e-05,0.9999605735065724
49,-0.9070375171991495,0.9224724402794471,0.09550047427033767,-1.925010438148792,0.33994391025641024,0.60575,0.553375,0.60825,1.1205795121387023e-05,0.9999901336421414
