epoch,loss,ce_loss,contra_loss,val_acc,alignment,uniformity,label_ratio,num_labeled,num_unlabeled
0,0.9678565169635572,0.9678565169635572,0.0,0.651125,0.6260931084030553,-1.947849010166369,1.0,5000,100000
1,0.6023308038711548,0.6023308038711548,0.0,0.74325,0.3858470226589002,-1.6769418151755082,1.0,5000,100000
2,0.4809340818932182,0.4809340818932182,0.0,0.763125,0.34361380181814494,-1.700002212273447,1.0,5000,100000
3,0.4271179327839299,0.4271179327839299,0.0,0.79225,0.3454424660456808,-1.730600357055664,1.0,5000,100000
4,0.37989883516964157,0.37989883516964157,0.0,0.762625,0.3413257598876953,-1.7563119185598273,1.0,5000,100000
5,0.3304520437591954,0.3304520437591954,0.0,0.744625,0.33501114657050685,-1.785424081902755,1.0,5000,100000
6,0.3272536216597808,0.3272536216597808,0.0,0.77925,0.34148084646777105,-1.8106132871226261,1.0,5000,100000
7,0.33097135942233236,0.33097135942233236,0.0,0.771375,0.3358933643290871,-1.8054584202013517,1.0,5000,100000
8,0.3258394622489026,0.3258394622489026,0.0,0.778625,0.33998609687152664,-1.8182902273378874,1.0,5000,100000
9,0.325560295268109,0.325560295268109,0.0,0.75375,0.32270917453263936,-1.8017463182148181,1.0,5000,100000
10,0.29056733376101446,0.29056733376101446,0.0,0.8075,0.3209555854922847,-1.8170892000198364,1.0,5000,100000
11,0.2746950536966324,0.2746950536966324,0.0,0.825375,0.3190310330767381,-1.8368529708761918,1.0,5000,100000
12,0.2525633322565179,0.2525633322565179,0.0,0.779625,0.3225882931759483,-1.8582256279493634,1.0,5000,100000
13,0.24715581850001686,0.24715581850001686,0.0,0.7875,0.3257368034438083,-1.865327000617981,1.0,5000,100000
14,0.23637150384877859,0.23637150384877859,0.0,0.7635,0.3175847122543736,-1.864516113933764,1.0,5000,100000
15,0.2321784143385134,0.2321784143385134,0.0,0.7425,0.3227788805961609,-1.8740982695629722,1.0,5000,100000
16,0.24326672836353905,0.24326672836353905,0.0,0.662625,0.31401960316457245,-1.8703600356453343,1.0,5000,100000
17,0.22625161079983963,0.22625161079983963,0.0,0.81175,0.3112276086681767,-1.8523289718125995,1.0,5000,100000
18,0.20934189267848669,0.20934189267848669,0.0,0.8225,0.30620993124811274,-1.8646252092562223,1.0,5000,100000
19,0.21516982975759005,0.21516982975759005,0.0,0.768125,0.31152167602589254,-1.8811555598911487,1.0,5000,100000
20,0.2006113772329531,0.2006113772329531,0.0,0.809625,0.3089357238066824,-1.8731717310453717,1.0,5000,100000
21,0.20057007239053123,0.20057007239053123,0.0,0.768125,0.30882061312073156,-1.8791967379419428,1.0,5000,100000
22,0.2016144622313349,0.2016144622313349,0.0,0.816875,0.3126117743943867,-1.8894826926683124,1.0,5000,100000
23,0.18830462819651553,0.18830462819651553,0.0,0.775125,0.3070435304390757,-1.8943740756888139,1.0,5000,100000
24,0.17367438971996307,0.17367438971996307,0.0,0.785875,0.29464331896681534,-1.893971505918001,1.0,5000,100000
25,0.19373307259459244,0.19373307259459244,0.0,0.807375,0.3059099332282418,-1.8918853998184204,1.0,5000,100000
26,0.1769157934345697,0.1769157934345697,0.0,0.80825,0.29298708627098485,-1.881032059067174,1.0,5000,100000
27,0.17172579937859586,0.17172579937859586,0.0,0.821125,0.290210150574383,-1.8901371140229075,1.0,5000,100000
28,0.1623372784570644,0.1623372784570644,0.0,0.807625,0.2836139131533472,-1.8930631625024896,1.0,5000,100000
29,0.16613237873504036,0.16613237873504036,0.0,0.780375,0.2948356851151115,-1.9068964406063682,1.0,5000,100000
30,0.1623167924975094,0.1623167924975094,0.0,0.828125,0.29909063326685054,-1.9137512382708097,1.0,5000,100000
31,0.1635650023818016,0.1635650023818016,0.0,0.81775,0.29464508985218246,-1.9156012472353483,1.0,5000,100000
32,0.16804765949123784,0.16804765949123784,0.0,0.794,0.29775268780557734,-1.9130068264509503,1.0,5000,100000
33,0.15405486837813728,0.15405486837813728,0.0,0.797125,0.28974314426120956,-1.9096111247414036,1.0,5000,100000
34,0.15709753844298815,0.15709753844298815,0.0,0.793875,0.2939085176116542,-1.9138680320037038,1.0,5000,100000
35,0.16156730487158424,0.16156730487158424,0.0,0.82275,0.29450908303260803,-1.909870605719717,1.0,5000,100000
36,0.1402394120630465,0.1402394120630465,0.0,0.828,0.28460390473666947,-1.9127692486110486,1.0,5000,100000
37,0.147961656513967,0.147961656513967,0.0,0.83725,0.2896423026135093,-1.9177203303889225,1.0,5000,100000
38,0.13895956113150246,0.13895956113150246,0.0,0.817125,0.2811919246849261,-1.9166440461811267,1.0,5000,100000
39,0.1416390102944876,0.1416390102944876,0.0,0.787625,0.28054465588770416,-1.9143140566976447,1.0,5000,100000
40,0.1289908219324915,0.1289908219324915,0.0,0.809125,0.27998026499622747,-1.9124870927710282,1.0,5000,100000
41,0.1291575949443014,0.1291575949443014,0.0,0.838875,0.2843460691602607,-1.9209266775532772,1.0,5000,100000
42,0.14044031481209554,0.14044031481209554,0.0,0.809125,0.28563456158888967,-1.9195113307551335,1.0,5000,100000
43,0.13695937199027916,0.13695937199027916,0.0,0.7915,0.2895363232022838,-1.9245720097893162,1.0,5000,100000
44,0.15733044555312709,0.15733044555312709,0.0,0.816875,0.29459918643298905,-1.9270347043087608,1.0,5000,100000
45,0.13988611102104187,0.13988611102104187,0.0,0.8135,0.2956605286974656,-1.9326479309483577,1.0,5000,100000
46,0.1338952262150614,0.1338952262150614,0.0,0.827625,0.2839494159347133,-1.920304768963864,1.0,5000,100000
47,0.14056524457900146,0.14056524457900146,0.0,0.81125,0.285919557276525,-1.9259965733477944,1.0,5000,100000
48,0.12868451209444748,0.12868451209444748,0.0,0.7935,0.2872242300133956,-1.9339649300826223,1.0,5000,100000
49,0.13435645754400052,0.13435645754400052,0.0,0.81625,0.2885681947595195,-1.9409522884770443,1.0,5000,100000
50,0.11844180641989958,0.11844180641989958,0.0,0.8355,0.2842176023282503,-1.9443213437732898,1.0,5000,100000
51,0.14436436091598712,0.14436436091598712,0.0,0.81325,0.28904973676330165,-1.9383579555310702,1.0,5000,100000
52,0.12632303528095545,0.12632303528095545,0.0,0.81625,0.28254360980109167,-1.9341283722927696,1.0,5000,100000
53,0.12088285033640109,0.12088285033640109,0.0,0.825875,0.28001041475095245,-1.9279436123998541,1.0,5000,100000
54,0.13597844541072845,0.13597844541072845,0.0,0.785125,0.2831705424346422,-1.9346995228215267,1.0,5000,100000
55,0.13655233696887367,0.13655233696887367,0.0,0.821875,0.2818040886991902,-1.92825532586951,1.0,5000,100000
56,0.12882317720275177,0.12882317720275177,0.0,0.829875,0.27459284741627543,-1.9279673162259554,1.0,5000,100000
57,0.11135223547094747,0.11135223547094747,0.0,0.810625,0.27011643428551524,-1.9343107750541286,1.0,5000,100000
58,0.11795343184157421,0.11795343184157421,0.0,0.810875,0.26575975669057744,-1.931558326670998,1.0,5000,100000
59,0.11801716685295105,0.11801716685295105,0.0,0.81375,0.2758049808050457,-1.9266919336820905,1.0,5000,100000
60,0.10932856406036176,0.10932856406036176,0.0,0.82875,0.26652764254494715,-1.930853297835902,1.0,5000,100000
61,0.1279172218943897,0.1279172218943897,0.0,0.784875,0.2834583536574715,-1.9378675347880314,1.0,5000,100000
62,0.12026328201356687,0.12026328201356687,0.0,0.833375,0.27480456546733256,-1.9305585183595355,1.0,5000,100000
63,0.11313044573915632,0.11313044573915632,0.0,0.826625,0.2676760515100078,-1.9251989188947176,1.0,5000,100000
64,0.10119158421692095,0.10119158421692095,0.0,0.826625,0.26911699928735433,-1.931857247101633,1.0,5000,100000
65,0.11835284452689321,0.11835284452689321,0.0,0.803875,0.2756031069316362,-1.9359174276653088,1.0,5000,100000
66,0.10375209505620756,0.10375209505620756,0.0,0.82475,0.27769165603738083,-1.9406106785724038,1.0,5000,100000
67,0.11494580322974607,0.11494580322974607,0.0,0.832,0.2797626068717555,-1.934451278887297,1.0,5000,100000
68,0.12142490517151983,0.12142490517151983,0.0,0.824,0.2806316237700613,-1.9288842552586605,1.0,5000,100000
69,0.10848482502134223,0.10848482502134223,0.0,0.82,0.2719735142431761,-1.9224052680166144,1.0,5000,100000
